id|from_user_id|to_user_id
548|13|4551
549|13|1731
550|13|720
551|13|3409
552|13|3026
553|13|3795
554|13|1875
555|13|1235
556|13|4054
557|13|2263
558|13|88
559|13|2137
560|13|4305
561|13|1499
562|13|1884
563|13|4440
564|13|2533
565|13|4710
566|13|3176
567|13|360
568|13|2411
569|13|3693
570|13|110
571|13|751
572|13|4848
573|13|2033
574|13|4466
575|13|1266
576|13|1523
577|13|1392
578|13|2415
579|13|2427
580|13|1277
581|14|1025
582|14|3594
583|14|4620
584|14|4624
585|14|1045
586|14|543
587|14|4135
588|14|1078
589|14|571
590|14|1603
591|14|1606
592|14|583
593|14|2125
594|14|592
595|14|3666
596|14|1626
597|14|2666
598|14|2164
599|14|1653
600|14|628
601|14|2167
602|14|3710
603|14|3711
604|14|638
605|14|1153
606|14|1154
607|14|1156
608|14|4746
609|14|139
610|14|2705
611|14|1170
612|14|2722
613|14|3251
614|14|3252
615|14|2742
616|14|184
617|14|3260
618|14|4284
619|14|1213
620|14|3787
621|14|1739
622|14|2765
623|14|4813
624|14|208
625|14|1752
626|14|4325
627|14|4331
628|14|750
629|14|4338
630|14|1282
631|14|1796
632|14|3854
633|14|3349
634|14|2327
635|14|3877
636|14|820
637|14|4404
638|14|4409
639|14|4935
640|14|2888
641|14|2378
642|14|4943
643|14|852
644|14|341
645|14|3928
646|14|2397
647|14|2912
648|14|1384
649|14|3951
650|14|2426
651|14|378
652|14|893
653|14|1924
654|14|1934
655|14|913
656|14|4503
657|14|4001
658|14|4005
659|14|2480
660|14|1459
661|14|1975
662|14|4023
663|14|1494
664|14|983
665|14|4058
666|14|2523
667|14|484
668|14|1508
669|14|2022
670|14|3574
671|15|2944
672|15|1031
673|15|527
674|15|2320
675|15|2296
676|15|2985
677|15|2990
678|15|3633
679|15|4923
680|15|2499
681|15|2245
682|15|4425
683|15|3415
684|15|4056
685|15|3050
686|15|366
687|15|4851
688|15|2037
689|15|4600
690|15|3323
691|15|2814
692|16|1281
693|16|2691
694|16|2565
695|16|4487
696|16|2697
697|16|4235
698|16|2573
699|16|1297
700|16|278
701|16|1821
702|16|288
703|16|1314
704|16|2084
705|16|2858
706|16|4546
707|16|4166
708|16|2762
709|16|3034
710|16|730
711|16|3675
712|16|2788
713|16|122
714|16|2281
715|16|4975
716|16|4211
717|16|2807
718|16|1274
719|17|3593
720|17|4628
721|17|4640
722|17|3621
723|17|2087
724|17|4154
725|17|4162
726|17|1605
727|17|1107
728|17|2643
729|17|3156
730|17|1121
731|17|3687
732|17|3175
733|17|2153
734|17|2689
735|17|4740
736|17|3206
737|17|2703
738|17|1685
739|17|3228
740|17|4262
741|17|1191
742|17|3238
743|17|1707
744|17|1205
745|17|4288
746|17|4800
747|17|4300
748|17|4819
749|17|3796
750|17|733
751|17|1795
752|17|4358
753|17|785
754|17|2836
755|17|2837
756|17|4375
757|17|4893
758|17|2849
759|17|2339
760|17|292
761|17|3884
762|17|4396
763|17|4404
764|17|1844
765|17|4919
766|17|824
767|17|315
768|17|2882
769|17|2375
770|17|328
771|17|3915
772|17|4940
773|17|848
774|17|339
775|17|2906
776|17|4964
777|17|1895
778|17|1391
779|17|1392
780|17|2422
781|17|2936
782|17|391
783|17|1927
784|17|394
785|17|1422
786|17|1947
787|17|3492
788|17|939
789|17|1475
790|17|3526
791|17|3015
792|17|973
793|17|463
794|17|467
795|17|2016
796|17|2543
797|17|2033
798|17|504
799|17|4606
800|18|2689
801|18|4865
802|18|1153
803|18|4993
804|18|2821
805|18|4481
806|18|1544
807|18|4873
808|18|4874
809|18|2698
810|18|2188
811|18|270
812|18|1808
813|18|400
814|18|4884
815|18|4247
816|18|922
817|18|4252
818|18|4893
819|18|2206
820|18|3104
821|18|4900
822|18|3749
823|18|4902
824|18|2983
825|18|810
826|18|1834
827|18|4781
828|18|1070
829|18|4532
830|18|2486
831|18|3258
832|18|2117
833|18|457
834|18|969
835|18|1611
836|18|75
837|18|4941
838|18|3918
839|18|4682
840|18|336
841|18|4436
842|18|2772
843|18|4821
844|18|2135
845|18|471
846|18|1880
847|18|2906
848|18|4955
849|18|479
850|18|2656
851|18|3172
852|18|2021
853|18|1638
854|18|1127
855|18|1253
856|18|623
857|18|112
858|18|4339
859|18|757
860|18|2294
861|18|3192
862|18|1657
863|18|2813
864|18|3711
865|19|3083
866|19|535
867|19|2593
868|19|38
869|19|4646
870|19|2092
871|19|3118
872|19|558
873|19|47
874|19|1588
875|19|3638
876|19|568
877|19|3131
878|19|1597
879|19|3143
880|19|3662
881|19|3157
882|19|1110
883|19|89
884|19|2146
885|19|3697
886|19|4725
887|19|2175
888|19|3714
889|19|1670
890|19|1671
891|19|142
892|19|669
893|19|3234
894|19|3767
895|19|3262
896|19|1731
897|19|4812
898|19|2257
899|19|214
900|19|216
901|19|2777
902|19|2782
903|19|2283
904|19|3309
905|19|1788
906|19|768
907|19|3331
908|19|4358
909|19|781
910|19|4882
911|19|796
912|19|4911
913|19|3888
914|19|3890
915|19|4403
916|19|311
917|19|314
918|19|4416
919|19|3399
920|19|2892
921|19|3934
922|19|1886
923|19|4453
924|19|1406
925|19|902
926|19|1415
927|19|396
928|19|2452
929|19|3995
930|19|2980
931|19|936
932|19|4521
933|19|4529
934|19|3509
935|19|1977
936|19|3002
937|19|4026
938|19|445
939|19|1484
940|19|2514
941|19|3541
942|19|3547
943|19|2018
944|19|3558
945|19|4073
946|19|3055
947|19|497
948|19|4596
949|20|3740
950|20|2331
951|20|3541
952|20|2939
953|20|28
954|21|3840
955|21|3
956|21|1796
957|21|2308
958|21|7
959|21|520
960|21|3593
961|21|4990
962|21|4757
963|21|2197
964|21|1687
965|21|4633
966|21|3482
967|21|4121
968|21|4507
969|21|3616
970|21|1825
971|21|4772
972|21|4901
973|21|4135
974|21|2346
975|21|3371
976|21|2863
977|21|432
978|21|2226
979|21|1460
980|21|3894
981|21|4919
982|21|3261
983|21|4669
984|21|4673
985|21|3907
986|21|3523
987|21|454
988|21|4425
989|21|4428
990|21|3152
991|21|1488
992|21|4306
993|21|2131
994|21|2644
995|21|981
996|21|1880
997|21|3289
998|21|1114
999|21|1370
1000|21|3931
1001|21|4826
1002|21|3806
1003|21|3834
1004|21|2403
1005|21|228
1006|21|1381
1007|21|2279
1008|21|4968
1009|21|361
1010|21|876
1011|21|1773
1012|21|2797
1013|21|750
1014|21|4848
1015|21|2545
1016|21|3442
1017|21|1007
1018|21|249
1019|21|4730
1020|21|1278
1021|21|1407
1022|22|2056
1023|22|4107
1024|22|1547
1025|22|3093
1026|22|4638
1027|22|543
1028|22|2081
1029|22|4643
1030|22|4139
1031|22|4145
1032|22|563
1033|22|3636
1034|22|2103
1035|22|3640
1036|22|1593
1037|22|3144
1038|22|3660
1039|22|2638
1040|22|4185
1041|22|4717
1042|22|2162
1043|22|2163
1044|22|1652
1045|22|4730
1046|22|2691
1047|22|2183
1048|22|1685
1049|22|1692
1050|22|2220
1051|22|4284
1052|22|4286
1053|22|709
1054|22|2757
1055|22|3793
1056|22|3282
1057|22|2261
1058|22|3803
1059|22|741
1060|22|2281
1061|22|3316
1062|22|3321
1063|22|3845
1064|22|774
1065|22|277
1066|22|792
1067|22|4889
1068|22|1817
1069|22|4391
1070|22|295
1071|22|4906
1072|22|4397
1073|22|305
1074|22|4404
1075|22|4408
1076|22|826
1077|22|2880
1078|22|3394
1079|22|329
1080|22|4942
1081|22|3407
1082|22|2911
1083|22|4969
1084|22|3441
1085|22|3956
1086|22|2935
1087|22|3963
1088|22|2430
1089|22|3967
1090|22|902
1091|22|1429
1092|22|1437
1093|22|4530
1094|22|1976
1095|22|1978
1096|22|1979
1097|22|3019
1098|22|460
1099|22|2514
1100|22|4059
1101|22|4597
1102|22|4086
1103|22|2039
1104|22|1529
1105|22|3069
1106|23|705
1107|23|2665
1108|23|81
1109|23|2674
1110|23|2868
1111|23|1877
1112|23|1023
1113|24|3456
1114|24|3211
1115|24|2573
1116|24|4883
1117|24|4119
1118|24|3864
1119|24|1560
1120|24|2720
1121|24|3874
1122|24|1955
1123|24|550
1124|24|3239
1125|24|2475
1126|24|51
1127|24|1204
1128|24|820
1129|24|950
1130|24|2871
1131|24|4282
1132|24|4540
1133|24|2497
1134|24|578
1135|24|2516
1136|24|4310
1137|24|4695
1138|24|3289
1139|24|1373
1140|24|1760
1141|24|611
1142|24|4837
1143|24|1767
1144|24|3443
1145|24|4339
1146|25|1018
1147|25|4995
1148|25|772
1149|25|2951
1150|25|2824
1151|25|9
1152|25|3592
1153|25|1679
1154|25|271
1155|25|1298
1156|25|404
1157|25|3220
1158|25|4756
1159|25|2324
1160|25|1949
1161|25|2717
1162|25|416
1163|25|33
1164|25|4645
1165|25|3878
1166|25|4392
1167|25|4908
1168|25|3246
1169|25|4272
1170|25|4145
1171|25|2226
1172|25|1841
1173|25|1844
1174|25|562
1175|25|946
1176|25|2743
1177|25|186
1178|25|2363
1179|25|1724
1180|25|4028
1181|25|4800
1182|25|194
1183|25|4424
1184|25|75
1185|25|331
1186|25|717
1187|25|3406
1188|25|1487
1189|25|3279
1190|25|337
1191|25|208
1192|25|3025
1193|25|3797
1194|25|4951
1195|25|3932
1196|25|1377
1197|25|2916
1198|25|2533
1199|25|1638
1200|25|2789
1201|25|361
1202|25|1898
1203|25|3435
1204|25|3822
1205|25|3182
1206|25|3700
1207|25|3188
1208|25|1781
1209|25|3959
1210|25|2808
1211|25|122
1212|25|1022
1213|26|4100
1214|26|522
1215|26|1555
1216|26|3617
1217|26|36
1218|26|3625
1219|26|3116
1220|26|2616
1221|26|2120
1222|26|4171
1223|26|4183
1224|26|4696
1225|26|3677
1226|26|4708
1227|26|1124
1228|26|1649
1229|26|2674
1230|26|631
1231|26|1146
1232|26|3196
1233|26|144
1234|26|4241
1235|26|1682
1236|26|1172
1237|26|4758
1238|26|1188
1239|26|3750
1240|26|171
1241|26|4277
1242|26|3253
1243|26|4799
1244|26|2768
1245|26|1239
1246|26|3301
1247|26|4328
1248|26|1259
1249|26|3825
1250|26|242
1251|26|4856
1252|26|3855
1253|26|2835
1254|26|4884
1255|26|1301
1256|26|2840
1257|26|1306
1258|26|798
1259|26|1311
1260|26|3360
1261|26|1317
1262|26|814
1263|26|4915
1264|26|4917
1265|26|326
1266|26|2378
1267|26|844
1268|26|340
1269|26|1880
1270|26|4444
1271|26|1892
1272|26|3429
1273|26|3436
1274|26|4467
1275|26|2932
1276|26|1400
1277|26|3452
1278|26|2429
1279|26|1409
1280|26|2436
1281|26|2439
1282|26|391
1283|26|3476
1284|26|3992
1285|26|2461
1286|26|4510
1287|26|1439
1288|26|2983
1289|26|1962
1290|26|1455
1291|26|2488
1292|26|3000
1293|26|1471
1294|26|3529
1295|26|4569
1296|26|3035
1297|26|2527
1298|26|4067
1299|26|3557
1300|26|1514
1301|26|3583
1302|27|896
1303|27|1795
1304|27|3335
1305|27|2313
1306|27|269
1307|27|1037
1308|27|916
1309|27|1558
1310|27|3607
1311|27|280
1312|27|4762
1313|27|2458
1314|27|2075
1315|27|4385
1316|27|3618
1317|27|2607
1318|27|184
1319|27|697
1320|27|3769
1321|27|1468
1322|27|63
1323|27|4164
1324|27|327
1325|27|3911
1326|27|2248
1327|27|970
1328|27|2891
1329|27|1612
1330|27|333
1331|27|1613
1332|27|4045
1333|27|722
1334|27|3667
1335|27|1491
1336|27|1624
1337|27|3679
1338|27|4451
1339|27|3427
1340|27|4966
1341|27|4199
1342|27|4456
1343|27|2667
1344|27|1901
1345|27|503
1346|27|763
1347|27|3068
1348|28|144
1349|28|1938
1350|28|658
1351|28|153
1352|28|2588
1353|28|3486
1354|28|4128
1355|28|678
1356|28|4902
1357|28|436
1358|28|2613
1359|28|1854
1360|28|4549
1361|28|3147
1362|28|2394
1363|28|4328
1364|28|489
1365|28|493
1366|28|3824
1367|28|4986
1368|28|4478
1369|29|4482
1370|29|4995
1371|29|4230
1372|29|2440
1373|29|1938
1374|29|3475
1375|29|3348
1376|29|1691
1377|29|1948
1378|29|1820
1379|29|671
1380|29|2847
1381|29|3494
1382|29|3245
1383|29|2610
1384|29|2739
1385|29|2742
1386|29|4414
1387|29|318
1388|29|2880
1389|29|1861
1390|29|4935
1391|29|2381
1392|29|591
1393|29|207
1394|29|1247
1395|29|993
1396|29|994
1397|29|2018
1398|29|1123
1399|29|1001
1400|29|1904
1401|29|4215
1402|29|3326
1403|30|3586
1404|30|4098
1405|30|3076
1406|30|3093
1407|30|4633
1408|30|4641
1409|30|3618
1410|30|2086
1411|30|2607
1412|30|48
1413|30|3643
1414|30|3651
1415|30|72
1416|30|1097
1417|30|586
1418|30|1611
1419|30|591
1420|30|1615
1421|30|597
1422|30|3160
1423|30|2654
1424|30|1645
1425|30|1136
1426|30|4722
1427|30|1142
1428|30|1179
1429|30|4256
1430|30|4260
1431|30|2731
1432|30|1197
1433|30|176
1434|30|2224
1435|30|2739
1436|30|3766
1437|30|4800
1438|30|206
1439|30|1231
1440|30|1753
1441|30|1253
1442|30|3304
1443|30|3853
1444|30|283
1445|30|284
1446|30|3362
1447|30|4900
1448|30|811
1449|30|4910
1450|30|3890
1451|30|1846
1452|30|4408
1453|30|2884
1454|30|4429
1455|30|2382
1456|30|2385
1457|30|341
1458|30|1878
1459|30|348
1460|30|1382
1461|30|3431
1462|30|363
1463|30|3952
1464|30|883
1465|30|901
1466|30|393
1467|30|3980
1468|30|3482
1469|30|4515
1470|30|2469
1471|30|1450
1472|30|4012
1473|30|941
1474|30|4526
1475|30|1983
1476|30|962
1477|30|2499
1478|30|457
1479|30|4044
1480|30|2000
1481|30|4061
1482|30|1003
1483|30|1005
1484|30|505
1485|31|131
1486|31|4228
1487|31|4869
1488|31|4104
1489|31|4617
1490|31|4362
1491|31|3208
1492|31|4492
1493|31|2958
1494|31|3343
1495|31|402
1496|31|2195
1497|31|1298
1498|31|3607
1499|31|921
1500|31|1690
1501|31|2460
1502|31|4895
1503|31|1151
1504|31|4769
1505|31|3618
1506|31|802
1507|31|2210
1508|31|4899
1509|31|4131
1510|31|4135
1511|31|1575
1512|31|4393
1513|31|3111
1514|31|4002
1515|31|4784
1516|31|2741
1517|31|4921
1518|31|4538
1519|31|3904
1520|31|4932
1521|31|3404
1522|31|2508
1523|31|3022
1524|31|1487
1525|31|4174
1526|31|462
1527|31|4692
1528|31|1365
1529|31|2519
1530|31|4311
1531|31|4185
1532|31|1368
1533|31|983
1534|31|3548
1535|31|1886
1536|31|1121
1537|31|354
1538|31|3940
1539|31|4454
1540|31|1511
1541|31|2280
1542|31|877
1543|31|1775
1544|31|114
1545|31|1780
1546|31|1915
1547|31|636
1548|31|3197
1549|31|383
1550|32|679
1551|32|1928
1552|32|3081
1553|32|3786
1554|32|3049
1555|32|1854
1556|32|25
1557|32|2142
1558|33|520
1559|33|4616
1560|33|1552
1561|33|1554
1562|33|4124
1563|33|1059
1564|33|2600
1565|33|1067
1566|33|1068
1567|33|2607
1568|33|3637
1569|33|1589
1570|33|4667
1571|33|1597
1572|33|2110
1573|33|1619
1574|33|85
1575|33|4695
1576|33|110
1577|33|3188
1578|33|118
1579|33|4736
1580|33|4232
1581|33|3212
1582|33|4754
1583|33|4243
1584|33|667
1585|33|163
1586|33|1188
1587|33|3235
1588|33|1201
1589|33|4791
1590|33|4797
1591|33|723
1592|33|3288
1593|33|2777
1594|33|4826
1595|33|3293
1596|33|1245
1597|33|3809
1598|33|2789
1599|33|232
1600|33|245
1601|33|2807
1602|33|1271
1603|33|250
1604|33|762
1605|33|1789
1606|33|4353
1607|33|1797
1608|33|2314
1609|33|2332
1610|33|3357
1611|33|3359
1612|33|800
1613|33|809
1614|33|4396
1615|33|815
1616|33|308
1617|33|3382
1618|33|1338
1619|33|3901
1620|33|2376
1621|33|329
1622|33|842
1623|33|2377
1624|33|3916
1625|33|4434
1626|33|3926
1627|33|2904
1628|33|2913
1629|33|3430
1630|33|1895
1631|33|3954
1632|33|2941
1633|33|2944
1634|33|4487
1635|33|3470
1636|33|2452
1637|33|2480
1638|33|433
1639|33|1970
1640|33|1971
1641|33|1969
1642|33|4538
1643|33|1466
1644|33|3015
1645|33|1995
1646|33|2511
1647|33|4565
1648|33|1496
1649|33|991
1650|33|481
1651|33|996
1652|33|3563
1653|33|1523
1654|33|4089
1655|33|4602
1656|34|4184
1657|34|386
1658|35|2817
1659|35|515
1660|35|3976
1661|35|4489
1662|35|139
1663|35|1676
1664|35|4492
1665|35|1806
1666|35|1934
1667|35|3983
1668|35|3727
1669|35|3986
1670|35|2579
1671|35|1811
1672|35|531
1673|35|790
1674|35|533
1675|35|4628
1676|35|1301
1677|35|4758
1678|35|667
1679|35|796
1680|35|4382
1681|35|2720
1682|35|2209
1683|35|2082
1684|35|4515
1685|35|165
1686|35|4262
1687|35|2472
1688|35|1065
1689|35|4008
1690|35|4272
1691|35|1840
1692|35|3122
1693|35|3379
1694|35|821
1695|35|2876
1696|35|446
1697|35|576
1698|35|449
1699|35|834
1700|35|833
1701|35|4168
1702|35|3273
1703|35|975
1704|35|4432
1705|35|4307
1706|35|1365
1707|35|1238
1708|35|2648
1709|35|1625
1710|35|1496
1711|35|220
1712|35|4574
1713|35|4453
1714|35|487
1715|35|3559
1716|35|1641
1717|35|3562
1718|35|2159
1719|35|4080
1720|35|4982
1721|35|3705
1722|35|1405
1723|35|3326
1724|35|3967
1725|36|1033
1726|36|2442
1727|36|266
1728|36|802
1729|36|4130
1730|36|40
1731|36|4910
1732|36|2224
1733|36|947
1734|36|3896
1735|36|4537
1736|36|1980
1737|36|445
1738|36|447
1739|36|1599
1740|36|3012
1741|36|1870
1742|36|2385
1743|36|3547
1744|36|2651
1745|36|4444
1746|36|3037
1747|36|991
1748|36|4321
1749|36|1395
1750|36|4724
1751|36|2677
1752|36|1908
1753|36|1916
1754|37|2561
1755|37|1924
1756|37|1798
1757|37|2952
1758|37|2313
1759|37|4734
1760|37|264
1761|37|3087
1762|37|3602
1763|37|4882
1764|37|661
1765|37|4885
1766|37|4120
1767|37|1563
1768|37|4125
1769|37|1952
1770|37|1954
1771|37|2469
1772|37|3880
1773|37|1066
1774|37|1332
1775|37|1588
1776|37|695
1777|37|1338
1778|37|321
1779|37|1219
1780|37|68
1781|37|2501
1782|37|197
1783|37|3909
1784|37|1734
1785|37|2761
1786|37|1094
1787|37|4559
1788|37|2897
1789|37|3922
1790|37|4306
1791|37|210
1792|37|1874
1793|37|3544
1794|37|2266
1795|37|2142
1796|37|4574
1797|37|1888
1798|37|1889
1799|37|4194
1800|37|2273
1801|37|376
1802|37|3558
1803|37|1900
1804|37|3313
1805|37|4211
1806|37|1140
1807|37|1013
1808|37|1267
1809|37|2296
1810|37|3068
1811|37|2173
1812|37|510
1813|37|1279
1814|38|1803
1815|38|4109
1816|38|4119
1817|38|3992
1818|38|4381
1819|38|3360
1820|38|803
1821|38|1061
1822|38|3369
1823|38|2345
1824|38|3502
1825|38|47
1826|38|688
1827|38|560
1828|38|4792
1829|38|3513
1830|38|3775
1831|38|1603
1832|38|2376
1833|38|463
1834|38|592
1835|38|2641
1836|38|851
1837|38|3417
1838|38|1641
1839|38|2164
1840|39|3202
1841|39|643
1842|39|516
1843|39|2053
1844|39|4356
1845|39|4999
1846|39|3080
1847|39|1794
1848|39|2703
1849|39|1681
1850|39|146
1851|39|3860
1852|39|3221
1853|39|4376
1854|39|1435
1855|39|3231
1856|39|1190
1857|39|809
1858|39|4395
1859|39|2482
1860|39|4406
1861|39|186
1862|39|3516
1863|39|444
1864|39|958
1865|39|1599
1866|39|323
1867|39|3142
1868|39|3398
1869|39|3021
1870|39|3795
1871|39|1375
1872|39|1119
1873|39|4577
1874|39|1890
1875|39|2018
1876|39|4583
1877|39|743
1878|39|4081
1879|39|1651
1880|39|2549
1881|39|3832
1882|39|894
1883|39|127
1884|40|4736
1885|40|4480
1886|40|4098
1887|40|2945
1888|40|2436
1889|40|1676
1890|40|4494
1891|40|2705
1892|40|4246
1893|40|407
1894|40|2711
1895|40|282
1896|40|4891
1897|40|2204
1898|40|1821
1899|40|1182
1900|40|2845
1901|40|794
1902|40|1571
1903|40|1699
1904|40|4005
1905|40|3243
1906|40|2989
1907|40|303
1908|40|4144
1909|40|1586
1910|40|3123
1911|40|2866
1912|40|3893
1913|40|3637
1914|40|1084
1915|40|2429
1916|40|575
1917|40|3648
1918|40|3649
1919|40|4677
1920|40|453
