id|user_id|movie_id
609|12|672
610|12|420
611|12|167
612|12|175
613|12|566
614|12|828
615|12|701
616|12|703
617|12|959
618|12|193
619|12|67
620|12|586
621|12|202
622|12|467
623|12|597
624|12|854
625|12|93
626|12|224
627|12|481
628|12|869
629|12|614
630|12|750
631|12|764
632|12|893
633|13|525
634|13|31
635|13|555
636|13|576
637|13|70
638|13|585
639|13|73
640|13|75
641|13|591
642|13|85
643|13|117
644|13|121
645|13|636
646|13|125
647|13|126
648|13|128
649|13|642
650|13|657
651|13|658
652|13|661
653|13|664
654|13|666
655|13|162
656|13|165
657|13|680
658|13|682
659|13|180
660|13|188
661|13|189
662|13|197
663|13|202
664|13|717
665|13|218
666|13|733
667|13|734
668|13|738
669|13|739
670|13|228
671|13|743
672|13|745
673|13|234
674|13|259
675|13|260
676|13|781
677|13|273
678|13|274
679|13|280
680|13|794
681|13|284
682|13|289
683|13|801
684|13|807
685|13|832
686|13|322
687|13|839
688|13|841
689|13|331
690|13|846
691|13|849
692|13|339
693|13|858
694|13|860
695|13|870
696|13|367
697|13|372
698|13|382
699|13|910
700|13|914
701|13|922
702|13|414
703|13|927
704|13|930
705|13|418
706|13|422
707|13|428
708|13|429
709|13|437
710|13|440
711|13|442
712|13|443
713|13|450
714|13|982
715|13|471
716|13|991
717|13|485
718|13|490
719|13|491
720|13|500
721|13|507
722|13|508
723|13|511
724|14|977
725|14|452
726|15|769
727|15|644
728|15|261
729|15|6
730|15|393
731|15|268
732|15|397
733|15|913
734|15|785
735|15|530
736|15|25
737|15|153
738|15|665
739|15|924
740|15|33
741|15|546
742|15|34
743|15|548
744|15|934
745|15|423
746|15|552
747|15|296
748|15|297
749|15|939
750|15|428
751|15|175
752|15|687
753|15|53
754|15|310
755|15|954
756|15|443
757|15|955
758|15|191
759|15|65
760|15|322
761|15|67
762|15|707
763|15|706
764|15|327
765|15|969
766|15|76
767|15|589
768|15|461
769|15|336
770|15|209
771|15|981
772|15|984
773|15|90
774|15|477
775|15|608
776|15|737
777|15|352
778|15|484
779|15|741
780|15|873
781|15|490
782|15|619
783|15|235
784|15|364
785|15|110
786|15|238
787|15|234
788|15|241
789|15|882
790|15|251
791|16|484
792|16|583
793|16|105
794|16|330
795|16|528
796|16|820
797|16|890
798|16|542
799|17|896
800|17|775
801|17|393
802|17|531
803|17|280
804|17|666
805|17|282
806|17|550
807|17|935
808|17|564
809|17|330
810|17|714
811|17|460
812|17|463
813|17|991
814|17|992
815|17|250
816|17|877
817|17|754
818|17|378
819|18|776
820|18|394
821|18|790
822|18|31
823|18|33
824|18|929
825|18|161
826|18|804
827|18|166
828|18|426
829|18|682
830|18|173
831|18|943
832|18|176
833|18|690
834|18|311
835|18|698
836|18|58
837|18|444
838|18|837
839|18|70
840|18|584
841|18|329
842|18|459
843|18|462
844|18|335
845|18|468
846|18|473
847|18|864
848|18|224
849|18|739
850|18|100
851|18|879
852|18|882
853|18|245
854|18|374
855|18|759
856|18|254
857|19|800
858|19|129
859|19|1
860|19|355
861|19|772
862|19|6
863|19|585
864|19|940
865|19|45
866|19|751
867|19|754
868|19|787
869|19|884
870|19|117
871|19|153
872|19|636
873|19|189
874|20|263
875|20|777
876|20|10
877|20|139
878|20|912
879|20|404
880|20|149
881|20|917
882|20|536
883|20|922
884|20|668
885|20|412
886|20|804
887|20|293
888|20|935
889|20|936
890|20|937
891|20|552
892|20|299
893|20|681
894|20|45
895|20|430
896|20|687
897|20|559
898|20|53
899|20|822
900|20|951
901|20|190
902|20|64
903|20|961
904|20|193
905|20|69
906|20|454
907|20|970
908|20|843
909|20|973
910|20|78
911|20|598
912|20|344
913|20|92
914|20|94
915|20|222
916|20|478
917|20|103
918|20|617
919|20|361
920|20|619
921|20|747
922|20|754
923|20|629
924|20|249
925|20|763
926|20|639
927|21|775
928|21|11
929|21|398
930|21|401
931|21|660
932|21|408
933|21|928
934|21|553
935|21|43
936|21|563
937|21|56
938|21|701
939|21|335
940|21|592
941|21|729
942|21|99
943|21|996
944|21|613
945|21|358
946|21|365
947|21|494
948|21|366
949|21|755
950|21|887
951|22|5
952|22|135
953|22|649
954|22|274
955|22|661
956|22|533
957|22|673
958|22|675
959|22|935
960|22|299
961|22|941
962|22|434
963|22|563
964|22|436
965|22|54
966|22|56
967|22|574
968|22|63
969|22|319
970|22|70
971|22|734
972|22|735
973|22|865
974|22|868
975|22|485
976|22|614
977|22|491
978|22|492
979|22|497
980|22|370
981|22|114
982|23|128
983|23|897
984|23|641
985|23|3
986|23|770
987|23|905
988|23|650
989|23|396
990|23|526
991|23|664
992|23|158
993|23|940
994|23|172
995|23|559
996|23|315
997|23|957
998|23|832
999|23|448
1000|23|834
1001|23|196
1002|23|197
1003|23|966
1004|23|846
1005|23|591
1006|23|720
1007|23|977
1008|23|723
1009|23|984
1010|23|473
1011|23|219
1012|23|223
1013|23|864
1014|23|97
1015|23|484
1016|23|235
1017|23|114
1018|23|626
1019|23|378
1020|24|371
1021|24|998
1022|25|768
1023|25|651
1024|25|12
1025|25|783
1026|25|274
1027|25|148
1028|25|918
1029|25|663
1030|25|665
1031|25|158
1032|25|544
1033|25|418
1034|25|422
1035|25|43
1036|25|941
1037|25|302
1038|25|687
1039|25|561
1040|25|50
1041|25|307
1042|25|820
1043|25|562
1044|25|183
1045|25|829
1046|25|835
1047|25|324
1048|25|68
1049|25|707
1050|25|72
1051|25|968
1052|25|585
1053|25|715
1054|25|717
1055|25|77
1056|25|859
1057|25|605
1058|25|610
1059|25|738
1060|25|871
1061|25|744
1062|25|362
1063|25|880
1064|25|112
1065|25|885
1066|26|186
1067|26|642
1068|26|476
1069|26|158
1070|27|773
1071|27|265
1072|27|267
1073|27|781
1074|27|141
1075|27|143
1076|27|783
1077|27|273
1078|27|786
1079|27|788
1080|27|533
1081|27|285
1082|27|417
1083|27|673
1084|27|419
1085|27|676
1086|27|167
1087|27|809
1088|27|684
1089|27|815
1090|27|560
1091|27|945
1092|27|51
1093|27|951
1094|27|567
1095|27|823
1096|27|697
1097|27|571
1098|27|700
1099|27|60
1100|27|66
1101|27|67
1102|27|70
1103|27|200
1104|27|585
1105|27|458
1106|27|203
1107|27|329
1108|27|846
1109|27|718
1110|27|79
1111|27|465
1112|27|337
1113|27|80
1114|27|599
1115|27|471
1116|27|472
1117|27|487
1118|27|377
1119|27|620
1120|27|369
1121|27|117
1122|27|630
1123|27|889
1124|27|634
1125|27|381
1126|27|895
1127|28|6
1128|28|521
1129|28|527
1130|28|530
1131|28|23
1132|28|538
1133|28|32
1134|28|34
1135|28|551
1136|28|43
1137|28|44
1138|28|559
1139|28|560
1140|28|48
1141|28|50
1142|28|568
1143|28|572
1144|28|65
1145|28|66
1146|28|580
1147|28|72
1148|28|93
1149|28|103
1150|28|121
1151|28|133
1152|28|663
1153|28|666
1154|28|157
1155|28|162
1156|28|674
1157|28|167
1158|28|685
1159|28|176
1160|28|180
1161|28|181
1162|28|696
1163|28|698
1164|28|703
1165|28|708
1166|28|717
1167|28|209
1168|28|211
1169|28|217
1170|28|734
1171|28|739
1172|28|227
1173|28|234
1174|28|746
1175|28|754
1176|28|756
1177|28|757
1178|28|250
1179|28|258
1180|28|269
1181|28|271
1182|28|821
1183|28|317
1184|28|849
1185|28|339
1186|28|340
1187|28|854
1188|28|347
1189|28|869
1190|28|873
1191|28|368
1192|28|375
1193|28|378
1194|28|912
1195|28|407
1196|28|410
1197|28|413
1198|28|928
1199|28|935
1200|28|952
1201|28|966
1202|28|458
1203|28|974
1204|28|975
1205|28|466
1206|28|477
1207|28|489
1208|28|491
1209|28|496
1210|29|515
1211|29|260
1212|29|133
1213|29|643
1214|29|520
1215|29|780
1216|29|398
1217|29|404
1218|29|918
1219|29|23
1220|29|668
1221|29|33
1222|29|931
1223|29|946
1224|29|834
1225|29|969
1226|29|204
1227|29|979
1228|29|725
1229|29|474
1230|29|738
1231|29|997
1232|29|870
1233|29|361
1234|29|623
1235|29|111
1236|29|243
1237|29|502
1238|29|503
1239|29|504
1240|29|635
1241|30|514
1242|30|4
1243|30|531
1244|30|20
1245|30|23
1246|30|536
1247|30|24
1248|30|26
1249|30|539
1250|30|28
1251|30|540
1252|30|31
1253|30|551
1254|30|563
1255|30|572
1256|30|574
1257|30|594
1258|30|596
1259|30|93
1260|30|605
1261|30|618
1262|30|106
1263|30|125
1264|30|127
1265|30|644
1266|30|134
1267|30|660
1268|30|662
1269|30|157
1270|30|167
1271|30|172
1272|30|175
1273|30|693
1274|30|183
1275|30|185
1276|30|699
1277|30|209
1278|30|210
1279|30|224
1280|30|743
1281|30|234
1282|30|235
1283|30|236
1284|30|765
1285|30|774
1286|30|263
1287|30|272
1288|30|786
1289|30|280
1290|30|794
1291|30|293
1292|30|805
1293|30|807
1294|30|812
1295|30|314
1296|30|828
1297|30|326
1298|30|842
1299|30|856
1300|30|352
1301|30|358
1302|30|365
1303|30|885
1304|30|377
1305|30|894
1306|30|901
1307|30|395
1308|30|910
1309|30|912
1310|30|915
1311|30|405
1312|30|929
1313|30|421
1314|30|422
1315|30|427
1316|30|942
1317|30|946
1318|30|949
1319|30|438
1320|30|953
1321|30|958
1322|30|965
1323|30|460
1324|30|468
1325|30|981
1326|30|985
1327|30|490
1328|30|492
1329|31|899
1330|31|517
1331|31|135
1332|31|904
1333|31|9
1334|31|905
1335|31|395
1336|31|654
1337|31|403
1338|31|276
1339|31|664
1340|31|28
1341|31|541
1342|31|671
1343|31|674
1344|31|163
1345|31|165
1346|31|935
1347|31|168
1348|31|297
1349|31|170
1350|31|296
1351|31|435
1352|31|309
1353|31|568
1354|31|569
1355|31|185
1356|31|444
1357|31|60
1358|31|447
1359|31|320
1360|31|65
1361|31|448
1362|31|451
1363|31|72
1364|31|970
1365|31|76
1366|31|333
1367|31|844
1368|31|209
1369|31|210
1370|31|594
1371|31|212
1372|31|85
1373|31|469
1374|31|337
1375|31|598
1376|31|857
1377|31|855
1378|31|724
1379|31|220
1380|31|733
1381|31|223
1382|31|225
1383|31|994
1384|31|610
1385|31|484
1386|31|486
1387|31|744
1388|31|234
1389|31|107
1390|31|491
1391|31|237
1392|31|750
1393|31|747
1394|31|627
1395|31|761
1396|31|758
1397|31|247
1398|31|377
1399|32|96
1400|32|257
1401|32|523
1402|32|528
1403|33|257
1404|33|516
1405|33|775
1406|33|139
1407|33|591
1408|33|815
1409|33|369
1410|33|239
1411|33|603
1412|33|125
1413|34|768
1414|34|513
1415|34|643
1416|34|388
1417|34|515
1418|34|8
1419|34|10
1420|34|522
1421|34|524
1422|34|13
1423|34|267
1424|34|655
1425|34|399
1426|34|145
1427|34|404
1428|34|664
1429|34|25
1430|34|538
1431|34|541
1432|34|797
1433|34|930
1434|34|163
1435|34|292
1436|34|38
1437|34|423
1438|34|936
1439|34|422
1440|34|810
1441|34|298
1442|34|940
1443|34|173
1444|34|302
1445|34|682
1446|34|552
1447|34|690
1448|34|181
1449|34|951
1450|34|439
1451|34|823
1452|34|826
1453|34|574
1454|34|446
1455|34|706
1456|34|200
1457|34|456
1458|34|458
1459|34|330
1460|34|975
1461|34|976
1462|34|977
1463|34|465
1464|34|723
1465|34|594
1466|34|598
1467|34|87
1468|34|728
1469|34|86
1470|34|352
1471|34|98
1472|34|355
1473|34|228
1474|34|742
1475|34|614
1476|34|360
1477|34|618
1478|34|492
1479|34|750
1480|34|752
1481|34|506
1482|34|503
1483|34|504
1484|34|250
1485|34|892
1486|34|510
1487|35|514
1488|35|520
1489|35|42
1490|35|555
1491|35|570
1492|35|571
1493|35|572
1494|35|580
1495|35|581
1496|35|73
1497|35|586
1498|35|589
1499|35|593
1500|35|92
1501|35|605
1502|35|117
1503|35|645
1504|35|156
1505|35|157
1506|35|672
1507|35|679
1508|35|691
1509|35|692
1510|35|179
1511|35|699
1512|35|703
1513|35|193
1514|35|706
1515|35|195
1516|35|712
1517|35|723
1518|35|217
1519|35|227
1520|35|229
1521|35|749
1522|35|239
1523|35|759
1524|35|247
1525|35|764
1526|35|256
1527|35|257
1528|35|793
1529|35|799
1530|35|290
1531|35|810
1532|35|300
1533|35|306
1534|35|320
1535|35|838
1536|35|841
1537|35|849
1538|35|855
1539|35|350
1540|35|865
1541|35|363
1542|35|882
1543|35|889
1544|35|890
1545|35|380
1546|35|381
1547|35|387
1548|35|899
1549|35|911
1550|35|401
1551|35|404
1552|35|921
1553|35|927
1554|35|420
1555|35|934
1556|35|425
1557|35|427
1558|35|435
1559|35|948
1560|35|461
1561|35|975
1562|35|472
1563|35|479
1564|35|486
1565|36|774
1566|36|776
1567|36|904
1568|36|141
1569|36|14
1570|36|530
1571|36|661
1572|36|918
1573|36|288
1574|36|678
1575|36|806
1576|36|428
1577|36|436
1578|36|440
1579|36|825
1580|36|570
1581|36|312
1582|36|316
1583|36|833
1584|36|449
1585|36|710
1586|36|967
1587|36|77
1588|36|849
1589|36|982
1590|36|87
1591|36|88
1592|36|729
1593|36|603
1594|36|990
1595|36|352
1596|36|742
1597|36|747
1598|36|236
1599|36|109
1600|36|876
1601|36|502
1602|36|505
1603|36|890
1604|37|129
1605|37|263
1606|37|8
1607|37|904
1608|37|396
1609|37|538
1610|37|284
1611|37|926
1612|37|932
1613|37|292
1614|37|425
1615|37|171
1616|37|304
1617|37|433
1618|37|309
1619|37|565
1620|37|439
1621|37|955
1622|37|61
1623|37|574
1624|37|962
1625|37|457
1626|37|78
1627|37|207
1628|37|592
1629|37|849
1630|37|981
1631|37|600
1632|37|729
1633|37|987
1634|37|733
1635|37|478
1636|37|94
1637|37|997
1638|37|486
1639|37|364
1640|37|365
1641|37|494
1642|37|367
1643|37|495
1644|37|500
1645|37|631
1646|37|249
1647|38|896
1648|38|386
1649|38|516
1650|38|389
1651|38|136
1652|38|905
1653|38|648
1654|38|907
1655|38|778
1656|38|269
1657|38|396
1658|38|15
1659|38|527
1660|38|398
1661|38|22
1662|38|662
1663|38|280
1664|38|668
1665|38|924
1666|38|413
1667|38|286
1668|38|288
1669|38|931
1670|38|166
1671|38|308
1672|38|315
1673|38|204
1674|38|719
1675|38|464
1676|38|851
1677|38|469
1678|38|472
1679|38|603
1680|38|476
1681|38|735
1682|38|96
1683|38|97
1684|38|230
1685|38|743
1686|38|489
1687|38|619
1688|38|748
1689|38|500
1690|38|506
1691|38|253
1692|38|639
1693|39|521
1694|39|529
1695|39|19
1696|39|540
1697|39|542
1698|39|31
1699|39|36
1700|39|555
1701|39|50
1702|39|56
1703|39|57
1704|39|71
1705|39|583
1706|39|584
1707|39|591
1708|39|607
1709|39|95
1710|39|618
1711|39|110
1712|39|111
1713|39|628
1714|39|121
1715|39|122
1716|39|124
1717|39|125
1718|39|637
1719|39|644
1720|39|648
1721|39|140
1722|39|152
1723|39|685
1724|39|178
1725|39|690
1726|39|187
1727|39|704
1728|39|194
1729|39|709
1730|39|717
1731|39|718
1732|39|206
1733|39|208
1734|39|217
1735|39|236
1736|39|239
1737|39|774
1738|39|264
1739|39|791
1740|39|284
1741|39|797
1742|39|285
1743|39|798
1744|39|800
1745|39|289
1746|39|292
1747|39|294
1748|39|312
1749|39|827
1750|39|829
1751|39|318
1752|39|830
1753|39|835
1754|39|842
1755|39|849
1756|39|850
1757|39|851
1758|39|852
1759|39|342
1760|39|854
1761|39|864
1762|39|880
1763|39|372
1764|39|382
1765|39|899
1766|39|910
1767|39|406
1768|39|920
1769|39|921
1770|39|414
1771|39|421
1772|39|445
1773|39|962
1774|39|477
1775|39|991
1776|39|482
1777|39|493
1778|39|494
1779|39|495
1780|39|497
1781|40|640
1782|40|514
1783|40|267
1784|40|399
1785|40|785
1786|40|277
1787|40|407
1788|40|791
1789|40|152
1790|40|798
1791|40|287
1792|40|415
1793|40|543
1794|40|548
1795|40|293
1796|40|38
1797|40|676
1798|40|41
1799|40|300
1800|40|44
1801|40|437
1802|40|565
1803|40|568
1804|40|955
1805|40|575
1806|40|195
1807|40|580
1808|40|452
1809|40|330
1810|40|972
1811|40|719
1812|40|467
1813|40|994
1814|40|354
1815|40|357
1816|40|230
1817|40|999
1818|40|616
1819|40|377
1820|40|751
1821|40|112
1822|40|753
1823|40|369
1824|40|755
1825|40|626
1826|40|120
1827|40|633
1828|40|765
1829|41|385
1830|41|386
1831|41|650
1832|41|271
1833|41|894
1834|41|670
1835|41|927
1836|41|671
1837|41|33
1838|41|548
1839|41|169
1840|41|683
1841|41|559
1842|41|690
1843|41|437
1844|41|187
1845|41|61
1846|41|451
1847|41|200
1848|41|714
1849|41|722
1850|41|983
1851|41|94
1852|41|98
1853|41|231
1854|41|362
1855|41|621
1856|41|750
1857|41|497
1858|41|885
1859|41|510
1860|42|131
1861|42|135
1862|42|523
1863|42|780
1864|42|269
1865|42|530
1866|42|922
1867|42|29
1868|42|927
1869|42|289
1870|42|679
1871|42|296
1872|42|309
1873|42|313
1874|42|700
1875|42|317
1876|42|322
1877|42|971
1878|42|466
1879|42|83
1880|42|722
1881|42|474
1882|42|864
1883|42|224
1884|42|227
1885|42|881
1886|42|118
1887|42|892
1888|43|771
1889|43|645
1890|43|909
1891|43|782
1892|43|275
1893|43|676
1894|43|807
1895|43|170
1896|43|51
1897|43|181
1898|43|182
1899|43|699
1900|43|64
1901|43|706
1902|43|707
1903|43|842
1904|43|206
1905|43|727
1906|43|482
1907|43|356
1908|43|613
1909|43|103
1910|43|240
1911|43|764
1912|43|895
1913|44|129
1914|44|1
1915|44|484
1916|44|901
1917|44|390
1918|44|652
1919|44|398
1920|44|656
1921|44|528
1922|44|529
1923|44|272
1924|44|533
1925|44|790
1926|44|405
1927|44|923
1928|44|668
1929|44|284
1930|44|30
1931|44|798
1932|44|29
1933|44|801
1934|44|169
1935|44|812
1936|44|685
1937|44|432
1938|44|945
1939|44|693
1940|44|569
1941|44|826
1942|44|59
1943|44|828
1944|44|955
1945|44|831
1946|44|834
1947|44|452
1948|44|710
1949|44|968
1950|44|329
1951|44|844
1952|44|460
1953|44|204
1954|44|975
1955|44|725
1956|44|214
1957|44|598
1958|44|986
1959|44|858
1960|44|475
1961|44|218
1962|44|734
1963|44|737
1964|44|353
1965|44|739
1966|44|100
1967|44|483
1968|44|870
1969|44|228
1970|44|999
1971|44|873
1972|44|362
1973|44|235
1974|44|491
1975|44|359
1976|44|110
1977|44|233
1978|44|629
1979|44|503
1980|44|504
1981|44|381
1982|45|512
1983|45|21
1984|45|540
1985|45|585
1986|45|79
1987|45|591
1988|45|594
1989|45|85
1990|45|599
1991|45|601
1992|45|90
1993|45|120
1994|45|636
1995|45|127
1996|45|143
1997|45|153
1998|45|670
1999|45|160
2000|45|169
2001|45|186
2002|45|705
2003|45|714
2004|45|202
2005|45|716
2006|45|722
2007|45|212
2008|45|724
2009|45|734
2010|45|225
2011|45|739
2012|45|746
2013|45|241
2014|45|757
2015|45|247
2016|45|255
2017|45|272
2018|45|786
2019|45|276
2020|45|277
2021|45|792
2022|45|280
2023|45|284
2024|45|295
2025|45|809
2026|45|302
2027|45|818
2028|45|836
2029|45|849
2030|45|338
2031|45|346
2032|45|350
2033|45|864
2034|45|354
2035|45|356
2036|45|361
2037|45|876
2038|45|365
2039|45|880
2040|45|886
2041|45|377
2042|45|893
2043|45|895
2044|45|898
2045|45|903
2046|45|393
2047|45|906
2048|45|919
2049|45|920
2050|45|410
2051|45|928
2052|45|422
2053|45|424
2054|45|952
2055|45|956
2056|45|960
2057|45|460
2058|45|973
2059|45|463
2060|45|468
2061|45|479
2062|45|482
2063|45|997
2064|45|496
2065|45|506
2066|46|197
2067|46|987
2068|46|135
2069|46|776
2070|46|72
2071|46|941
2072|46|141
2073|46|212
2074|46|568
2075|46|953
2076|46|283
2077|47|389
2078|47|152
2079|47|154
2080|47|30
2081|47|167
2082|47|53
2083|47|823
2084|47|187
2085|47|961
2086|47|452
2087|47|849
2088|47|593
2089|47|598
2090|47|603
2091|47|110
2092|47|501
2093|47|375
2094|47|248
2095|47|767
2096|48|128
2097|48|770
2098|48|644
2099|48|650
2100|48|12
2101|48|271
2102|48|277
2103|48|922
2104|48|797
2105|48|286
2106|48|675
2107|48|35
2108|48|680
2109|48|809
2110|48|682
2111|48|556
2112|48|685
2113|48|687
2114|48|693
2115|48|182
2116|48|185
2117|48|442
2118|48|699
2119|48|63
2120|48|708
2121|48|587
2122|48|971
2123|48|331
2124|48|980
2125|48|596
2126|48|729
2127|48|223
2128|48|355
2129|48|485
2130|48|875
2131|48|243
2132|49|2
2133|49|521
2134|49|527
2135|49|23
2136|49|556
2137|49|561
2138|49|54
2139|49|56
